	Identifier	PE	GRAVY	Description
441	NX_O15255-1	2	-0.25358851674641175	"NX_O15255-1 nP20K
RTL8C RTL8C CAAX box
protein 1 isoform
Iso 1 PE=2"
442	NX_O15342-1	2	0.8765432098765427	"NX_O15342-1 nP20K
ATP6V0E1 ATP6V0E1
V-type proton ATPase
subunit e 1 isoform
Iso 1 PE=2"
443	NX_O15442-1	2	-0.26901840490797574	"NX_O15442-1 nP20K
MPPED1 MPPED1 Metall
ophosphoesterase
domain-containing
protein 1 isoform
Iso 1 PE=2"
444	NX_O15499-1	2	-0.42341463414634156	"NX_O15499-1 nP20K
GSC2 GSC2 Homeobox
protein goosecoid-2
isoform Iso 1 PE=2"
445	NX_O15544-1	2	-0.08255033557046972	"NX_O15544-1 nP20K
LINC01565 LINC01565
Protein GR6 isoform
Iso 1 PE=2"
446	NX_O43193-1	2	0.2905339805825243	"NX_O43193-1 nP20K
MLNR MLNR Motilin
receptor isoform A
PE=2"
447	NX_O43506-1	2	-0.1271349862258954	"NX_O43506-1 nP20K
ADAM20 ADAM20
Disintegrin and
metalloproteinase
domain-containing
protein 20 isoform
Iso 1 PE=2"
448	NX_O43555-1	2	-0.5458333333333336	"NX_O43555-1 nP20K
GNRH2 GNRH2
Progonadoliberin-2
isoform Iso 1 PE=2"
449	NX_O43680-1	2	-0.6849162011173188	"NX_O43680-1 nP20K
TCF21 TCF21
Transcription factor
21 isoform Iso 1
PE=2"
450	NX_O43749-1	2	0.7868589743589752	"NX_O43749-1 nP20K
OR1F1 OR1F1
Olfactory receptor
1F1 isoform Iso 1
PE=2"
451	NX_O43869-1	3	0.6230352303523041	"NX_O43869-1 nP20K
OR2T1 OR2T1
Olfactory receptor
2T1 isoform Iso 1
PE=3"
452	NX_O43908-1	2	-0.42025316455696243	"NX_O43908-1 nP20K
KLRC4 KLRC4 NKG2-F
type II integral
membrane protein
isoform Iso 1 PE=2"
453	NX_O60320-1	2	0.028942486085343697	"NX_O60320-1 nP20K
FAM189A1 FAM189A1
Protein FAM189A1
isoform Iso 1 PE=2"
454	NX_O60391-1	2	-0.07583892617449726	"NX_O60391-1 nP20K
GRIN3B GRIN3B
Glutamate receptor
ionotropic, NMDA 3B
isoform Iso 1 PE=2"
455	NX_O60403-1	2	0.8926984126984138	"NX_O60403-1 nP20K
OR10H2 OR10H2
Olfactory receptor
10H2 isoform Iso 1
PE=2"
456	NX_O60404-1	2	0.8952531645569627	"NX_O60404-1 nP20K
OR10H3 OR10H3
Olfactory receptor
10H3 isoform Iso 1
PE=2"
457	NX_O60412-1	3	0.6868338557993735	"NX_O60412-1 nP20K
OR7C2 OR7C2
Olfactory receptor
7C2 isoform Iso 1
PE=3"
458	NX_O60431-1	2	0.5123943661971835	"NX_O60431-1 nP20K
OR1I1 OR1I1
Olfactory receptor
1I1 isoform Iso 1
PE=2"
459	NX_O60542-1	2	-0.10192307692307682	"NX_O60542-1 nP20K
PSPN PSPN Persephin
isoform Iso 1 PE=2"
460	NX_O60688-1	2	-0.38403361344537806	"NX_O60688-1 nP20K
YPEL1 YPEL1 Protein
yippee-like 1
isoform Iso 1 PE=2"
461	NX_O60809-1	2	-0.1056962025316456	"NX_O60809-1 nP20K
PRAMEF10 PRAMEF10
PRAME family member
10 isoform Iso 1
PE=2"
462	NX_O60810-1	2	0.028242677824267745	"NX_O60810-1 nP20K
PRAMEF4 PRAMEF4
PRAME family member
4 isoform Iso 1 PE=2"
463	NX_O60811-1	2	0.03565400843881862	"NX_O60811-1 nP20K
PRAMEF2 PRAMEF2
PRAME family member
2 isoform Iso 1 PE=2"
464	NX_O60813-1	2	0.022594142259414154	"NX_O60813-1 nP20K
PRAMEF11 PRAMEF11
PRAME family member
11 isoform Iso 1
PE=2"
465	NX_O75200-1	2	-0.6821256038647333	"NX_O75200-1 nP20K
NPIPB7 NPIPB7
Nuclear pore
complex-interacting
protein family
member B7 isoform
Iso 1 PE=2"
466	NX_O75333-1	2	-0.3592207792207791	"NX_O75333-1 nP20K
TBX10 TBX10 T-box
transcription factor
TBX10 isoform Iso 1
PE=2"
467	NX_O75388-1	2	0.49943820224719127	"NX_O75388-1 nP20K
GPR32 GPR32 Probable
G-protein coupled
receptor 32 isoform
Iso 1 PE=2"
468	NX_O75678-1	2	-0.2505291005291008	"NX_O75678-1 nP20K
RFPL2 RFPL2 Ret
finger protein-like
2 isoform Iso 1 PE=2"
469	NX_O75690-1	2	0.2823529411764713	"NX_O75690-1 nP20K
KRTAP5-8 KRTAP5-8
Keratin-associated
protein 5-8 isoform
Iso 1 PE=2"
470	NX_O75949-1	2	-0.35211864406779664	"NX_O75949-1 nP20K
FAM155B FAM155B
Transmembrane
protein FAM155B
isoform Iso 1 PE=2"
471	NX_O76000-1	3	0.6182108626198086	"NX_O76000-1 nP20K
OR2B3 OR2B3 Putative
olfactory receptor
2B3 isoform Iso 1
PE=3"
472	NX_O76002-1	2	0.753205128205129	"NX_O76002-1 nP20K
OR2J2 OR2J2
Olfactory receptor
2J2 isoform Iso 1
PE=2"
473	NX_O76087-1	2	-1.5752136752136756	"NX_O76087-1 nP20K
GAGE7 GAGE7 G
antigen 7 isoform
Iso 1 PE=2"
474	NX_O76099-1	2	0.7359375000000005	"NX_O76099-1 nP20K
OR7C1 OR7C1
Olfactory receptor
7C1 isoform Iso 1
PE=2"
475	NX_O76100-1	3	0.7498381877022658	"NX_O76100-1 nP20K
OR7A10 OR7A10
Olfactory receptor
7A10 isoform Iso 1
PE=3"
476	NX_O95006-1	2	0.6706624605678236	"NX_O95006-1 nP20K
OR2F2 OR2F2
Olfactory receptor
2F2 isoform Iso 1
PE=2"
477	NX_O95007-1	2	0.9138263665594862	"NX_O95007-1 nP20K
OR6B1 OR6B1
Olfactory receptor
6B1 isoform Iso 1
PE=2"
478	NX_O95013-1	2	0.7551282051282059	"NX_O95013-1 nP20K
OR4F21 OR4F21
Olfactory receptor
4F21 isoform Iso 1
PE=2"
479	NX_O95047-1	2	0.7861290322580653	"NX_O95047-1 nP20K
OR2A4 OR2A4
Olfactory receptor
2A4 isoform Iso 1
PE=2"
480	NX_O95156-1	2	-0.25303030303030294	"NX_O95156-1 nP20K
NXPH2 NXPH2
Neurexophilin-2
isoform Iso 1 PE=2"
481	NX_O95170-1	2	-0.20757978723404216	"NX_O95170-1 nP20K
CDRT1 CDRT1 CMT1A
duplicated region
transcript 1 protein
isoform Iso 1 PE=2"
482	NX_O95221-1	2	0.6732484076433121	"NX_O95221-1 nP20K
OR5F1 OR5F1
Olfactory receptor
5F1 isoform Iso 1
PE=2"
483	NX_O95222-1	2	0.6929663608562697	"NX_O95222-1 nP20K
OR6A2 OR6A2
Olfactory receptor
6A2 isoform Iso 1
PE=2"
484	NX_O95371-1	2	0.6474358974358978	"NX_O95371-1 nP20K
OR2C1 OR2C1
Olfactory receptor
2C1 isoform Iso 1
PE=2"
485	NX_O95377-1	2	0.12967032967032954	"NX_O95377-1 nP20K
GJB5 GJB5 Gap
junction beta-5
protein isoform Iso
1 PE=2"
486	NX_O95424-1	2	0.829473684210526	"NX_O95424-1 nP20K
DEXI DEXI
Dexamethasone-
induced protein
isoform Iso 1 PE=2"
487	NX_O95521-1	2	-0.04345991561181438	"NX_O95521-1 nP20K
PRAMEF1 PRAMEF1
PRAME family member
1 isoform Iso 1 PE=2"
488	NX_O95522-1	2	0.15113871635610737	"NX_O95522-1 nP20K
PRAMEF12 PRAMEF12
PRAME family member
12 isoform Iso 1
PE=2"
489	NX_O95567-1	2	-0.7327586206896551	"NX_O95567-1 nP20K
C22orf31 C22orf31
Uncharacterized
protein C22orf31
isoform Iso 1 PE=2"
490	NX_O95803-1	2	-0.26391752577319577	"NX_O95803-1 nP20K
NDST3 NDST3
Bifunctional heparan
sulfate N-deacetylas
e/N-sulfotransferase
3 isoform Iso 1 PE=2"
491	NX_O95918-1	2	0.5762820512820515	"NX_O95918-1 nP20K
OR2H2 OR2H2
Olfactory receptor
2H2 isoform Iso 1
PE=2"
492	NX_P01737-1	2	0.3203539823008848	"NX_P01737-1 nP20K
TRAV8-4 TRAV8-4 T
cell receptor alpha
variable 8-4 isoform
Iso 1 PE=2"
493	NX_P05015-1	2	-0.029100529100529165	"NX_P05015-1 nP20K
IFNA16 IFNA16
Interferon alpha-16
isoform Iso 1 PE=2"
494	NX_P0C091-1	2	-0.29401589527816663	"NX_P0C091-1 nP20K
FREM3 FREM3
FRAS1-related
extracellular matrix
protein 3 isoform
Iso 1 PE=2"
495	NX_P0C0P6-1	2	0.09662921348314618	"NX_P0C0P6-1 nP20K
NPS NPS Neuropeptide
S isoform Iso 1 PE=2"
496	NX_P0C2S0-1	2	0.33827160493827174	"NX_P0C2S0-1 nP20K
CTXN2 CTXN2
Cortexin-2 isoform
Iso 1 PE=2"
497	NX_P0C5K7-1	2	-0.4801470588235296	"NX_P0C5K7-1 nP20K
CT62 CT62
Cancer/testis
antigen 62 isoform
Iso 1 PE=2"
498	NX_P0C5Y4-1	2	-0.015702479338843	"NX_P0C5Y4-1 nP20K
KRTAP1-4 KRTAP1-4
Keratin-associated
protein 1-4 isoform
Iso 1 PE=2"
499	NX_P0C604-1	3	0.8685714285714292	"NX_P0C604-1 nP20K
OR4A8 OR4A8
Olfactory receptor
4A8 isoform Iso 1
PE=3"
500	NX_P0C617-1	3	0.7786585365853662	"NX_P0C617-1 nP20K
OR5AL1 OR5AL1
Olfactory receptor
5AL1 isoform Iso 1
PE=3"
501	NX_P0C623-1	3	0.6882736156351792	"NX_P0C623-1 nP20K
OR4Q2 OR4Q2
Olfactory receptor
4Q2 isoform Iso 1
PE=3"
502	NX_P0C626-1	3	0.816242038216561	"NX_P0C626-1 nP20K
OR5G3 OR5G3
Olfactory receptor
5G3 isoform Iso 1
PE=3"
503	NX_P0C628-1	3	0.716938110749186	"NX_P0C628-1 nP20K
OR5AC1 OR5AC1
Olfactory receptor
5AC1 isoform Iso 1
PE=3"
504	NX_P0C629-1	3	0.7360128617363348	"NX_P0C629-1 nP20K
OR10J4 OR10J4
Olfactory receptor
10J4 isoform Iso 1
PE=3"
505	NX_P0C645-1	2	0.6739682539682543	"NX_P0C645-1 nP20K
OR4E1 OR4E1
Olfactory receptor
4E1 isoform Iso 1
PE=2"
506	NX_P0C646-1	3	1.015436241610739	"NX_P0C646-1 nP20K
OR52Z1 OR52Z1
Olfactory receptor
52Z1 isoform Iso 1
PE=3"
507	NX_P0C6C1-1	2	-0.5560747663551401	"NX_P0C6C1-1 nP20K
ANKRD34C ANKRD34C
Ankyrin repeat
domain-containing
protein 34C isoform
Iso 1 PE=2"
508	NX_P0C7A2-1	2	-0.7472868217054255	"NX_P0C7A2-1 nP20K
FAM153B FAM153B
Protein FAM153B
isoform Iso 1 PE=2"
509	NX_P0C7H9-1	3	-0.5237735849056602	"NX_P0C7H9-1 nP20K
USP17L7 USP17L7
Inactive ubiquitin
carboxyl-terminal
hydrolase 17-like
protein 7 isoform
Iso 1 PE=3"
510	NX_P0C7I0-1	3	-0.5177358490566037	"NX_P0C7I0-1 nP20K
USP17L8 USP17L8
Inactive ubiquitin
carboxyl-terminal
hydrolase 17-like
protein 8 isoform
Iso 1 PE=3"
511	NX_P0C7L1-1	2	0.13608247422680422	"NX_P0C7L1-1 nP20K
SPINK8 SPINK8 Serine
protease inhibitor
Kazal-type 8 isoform
Iso 1 PE=2"
512	NX_P0C7N1-1	3	0.7354231974921639	"NX_P0C7N1-1 nP20K
OR8U8 OR8U8
Olfactory receptor
8U8 isoform Iso 1
PE=3"
513	NX_P0C7N4-1	2	-0.526589595375721	"NX_P0C7N4-1 nP20K
TMEM191B TMEM191B
Transmembrane
protein 191B isoform
Iso 1 PE=2"
514	NX_P0C7N5-1	3	0.6941747572815543	"NX_P0C7N5-1 nP20K
OR8U9 OR8U9
Olfactory receptor
8U9 isoform Iso 1
PE=3"
515	NX_P0C7N8-1	3	0.6960655737704922	"NX_P0C7N8-1 nP20K
OR9G9 OR9G9
Olfactory receptor
9G9 isoform Iso 1
PE=3"
516	NX_P0C7P1-1	2	-1.3959677419354817	"NX_P0C7P1-1 nP20K
RBMY1D RBMY1D RNA-
binding motif
protein, Y
chromosome, family 1
member D isoform Iso
1 PE=2"
517	NX_P0C7P2-1	2	-0.12803738317757005	"NX_P0C7P2-1 nP20K
RFPL3S RFPL3S
Putative protein
RFPL3S isoform Iso 1
PE=2"
518	NX_P0C7Q6-1	2	0.7159763313609467	"NX_P0C7Q6-1 nP20K
SLC35G6 SLC35G6
Solute carrier
family 35 member G6
isoform Iso 1 PE=2"
519	NX_P0C7T2-1	3	0.6509740259740263	"NX_P0C7T2-1 nP20K
OR2T7 OR2T7
Olfactory receptor
2T7 isoform Iso 1
PE=3"
520	NX_P0C7T3-1	3	0.8249201277955283	"NX_P0C7T3-1 nP20K
OR56A5 OR56A5
Olfactory receptor
56A5 isoform Iso 1
PE=3"
521	NX_P0C7T8-1	2	0.16820276497695827	"NX_P0C7T8-1 nP20K
TMEM253 TMEM253
Transmembrane
protein 253 isoform
Iso 1 PE=2"
522	NX_P0C7U1-1	2	-0.3442424242424244	"NX_P0C7U1-1 nP20K
ASAH2B ASAH2B
Putative inactive
neutral ceramidase B
isoform Iso 1 PE=2"
523	NX_P0C7U3-1	2	0.0673854447439349	"NX_P0C7U3-1 nP20K
ZDHHC11B ZDHHC11B
Probable
palmitoyltransferase
ZDHHC11B isoform Iso
1 PE=2"
524	NX_P0C7U9-1	2	0.0776223776223775	"NX_P0C7U9-1 nP20K
FAM87A FAM87A
Protein FAM87A
isoform Iso 1 PE=2"
525	NX_P0C7W0-1	2	-0.3576719576719579	"NX_P0C7W0-1 nP20K
PRR29 PRR29 Proline-
rich protein 29
isoform Iso 1 PE=2"
526	NX_P0C7X1-1	2	-0.6697632058287789	"NX_P0C7X1-1 nP20K
TBC1D3H TBC1D3H TBC1
domain family member
3H isoform Iso 1
PE=2"
527	NX_P0C7X3-1	3	-0.1607558139534884	"NX_P0C7X3-1 nP20K
CCNYL3 CCNYL3
Putative cyclin-Y-
like protein 3
isoform Iso 1 PE=3"
528	NX_P0C7X5-1	3	-0.6546689303904905	"NX_P0C7X5-1 nP20K
ZNF806 ZNF806 Zinc
finger protein 806
isoform Iso 1 PE=3"
529	NX_P0C851-1	2	0.24598540145985398	"NX_P0C851-1 nP20K
PIRT PIRT
Phosphoinositide-
interacting protein
isoform Iso 1 PE=2"
530	NX_P0C874-1	2	-0.434787350054525	"NX_P0C874-1 nP20K
SPATA31D3 SPATA31D3
Spermatogenesis-
associated protein
31D3 isoform Iso 1
PE=2"
531	NX_P0C881-1	2	-0.6632183908045964	"NX_P0C881-1 nP20K
RSPH10B RSPH10B
Radial spoke head 10
homolog B isoform
Iso 1 PE=2"
532	NX_P0CB47-1	2	-1.1844783715012712	"NX_P0CB47-1 nP20K
UBTFL1 UBTFL1
Upstream-binding
factor 1-like
protein 1 isoform
Iso 1 PE=2"
533	NX_P0CE67-1	4	-0.09399999999999999	"NX_P0CE67-1 nP20K
C3orf79 C3orf79
Putative
uncharacterized
protein C3orf79
isoform Iso 1 PE=4"
534	NX_P0CF75-1	2	-0.017759562841530147	"NX_P0CF75-1 nP20K
EBLN1 EBLN1
Endogenous
Bornavirus-like
nucleoprotein 1
isoform Iso 1 PE=2"
535	NX_P0CG01-1	3	0.13701657458563543	"NX_P0CG01-1 nP20K
GKN3P GKN3P
Gastrokine-3 isoform
Iso 1 PE=3"
536	NX_P0CG21-1	2	0.05853658536585363	"NX_P0CG21-1 nP20K
NHLRC4 NHLRC4 NHL-
repeat-containing
protein 4 isoform
Iso 1 PE=2"
537	NX_P0CG24-1	2	-1.0153034300791537	"NX_P0CG24-1 nP20K
ZNF883 ZNF883 Zinc
finger protein 883
isoform Iso 1 PE=2"
538	NX_P0CG32-1	2	-0.5074441687344914	"NX_P0CG32-1 nP20K
ZCCHC18 ZCCHC18 Zinc
finger CCHC domain-
containing protein
18 isoform Iso 1
PE=2"
539	NX_P0CG36-1	2	-0.3699551569506735	"NX_P0CG36-1 nP20K
CFC1B CFC1B Cryptic
family protein 1B
isoform Iso 1 PE=2"
540	NX_P0CG41-1	2	-0.8023166023166035	"NX_P0CG41-1 nP20K
CTAGE8 CTAGE8 cTAGE
family member 8
isoform Iso 1 PE=2"
541	NX_P0CG42-1	3	-0.7992187499999984	"NX_P0CG42-1 nP20K
FAM157B FAM157B
Putative protein
FAM157B isoform Iso
1 PE=3"
542	NX_P0CG43-1	3	-0.7759689922480607	"NX_P0CG43-1 nP20K
FAM157C FAM157C
Putative protein
FAM157C isoform Iso
1 PE=3"
543	NX_P0CH98-1	3	0.28224852071005907	"NX_P0CH98-1 nP20K
FAM106C FAM106C
Protein FAM106C
isoform Iso 1 PE=3"
544	NX_P0CH99-1	2	-0.7493333333333329	"NX_P0CH99-1 nP20K
ZNF705D ZNF705D Zinc
finger protein 705D
isoform Iso 1 PE=2"
545	NX_P0CI01-1	2	-0.9440298507462677	"NX_P0CI01-1 nP20K
SPDYE6 SPDYE6 Speedy
protein E6 isoform
Iso 1 PE=2"
546	NX_P0CI26-1	2	-0.34336283185840655	"NX_P0CI26-1 nP20K
TRIM49C TRIM49C
Tripartite motif-
containing protein
49C isoform Iso 1
PE=2"
547	NX_P0CJ68-1	2	0.04583333333333344	"NX_P0CJ68-1 nP20K
MTRNR2L1 MTRNR2L1
Humanin-like 1
isoform Iso 1 PE=2"
548	NX_P0CJ69-1	2	0.6892857142857143	"NX_P0CJ69-1 nP20K
MTRNR2L2 MTRNR2L2
Humanin-like 2
isoform Iso 1 PE=2"
549	NX_P0CJ70-1	2	0.16249999999999987	"NX_P0CJ70-1 nP20K
MTRNR2L3 MTRNR2L3
Humanin-like 3
isoform Iso 1 PE=2"
550	NX_P0CJ71-1	2	-0.021428571428571495	"NX_P0CJ71-1 nP20K
MTRNR2L4 MTRNR2L4
Humanin-like 4
isoform Iso 1 PE=2"
551	NX_P0CJ72-1	2	0.3125000000000001	"NX_P0CJ72-1 nP20K
MTRNR2L5 MTRNR2L5
Humanin-like 5
isoform Iso 1 PE=2"
552	NX_P0CJ73-1	2	-0.3083333333333334	"NX_P0CJ73-1 nP20K
MTRNR2L6 MTRNR2L6
Humanin-like 6
isoform Iso 1 PE=2"
553	NX_P0CJ74-1	2	0.8166666666666668	"NX_P0CJ74-1 nP20K
MTRNR2L7 MTRNR2L7
Humanin-like 7
isoform Iso 1 PE=2"
554	NX_P0CJ75-1	2	0.1500000000000001	"NX_P0CJ75-1 nP20K
MTRNR2L8 MTRNR2L8
Humanin-like 8
isoform Iso 1 PE=2"
555	NX_P0CJ76-1	2	-0.06666666666666668	"NX_P0CJ76-1 nP20K
MTRNR2L9 MTRNR2L9
Humanin-like 9
isoform Iso 1 PE=2"
556	NX_P0CJ77-1	2	0.38333333333333336	"NX_P0CJ77-1 nP20K
MTRNR2L10 MTRNR2L10
Humanin-like 10
isoform Iso 1 PE=2"
557	NX_P0CJ85-1	3	-0.6325471698113192	"NX_P0CJ85-1 nP20K
DUX4L2 DUX4L2 Double
homeobox protein
4-like protein 2
isoform Iso 1 PE=3"
558	NX_P0CJ86-1	3	-0.6325471698113192	"NX_P0CJ86-1 nP20K
DUX4L3 DUX4L3 Double
homeobox protein
4-like protein 3
isoform Iso 1 PE=3"
559	NX_P0CJ87-1	3	-0.6504739336492875	"NX_P0CJ87-1 nP20K
DUX4L4 DUX4L4 Double
homeobox protein
4-like protein 4
isoform Iso 1 PE=3"
560	NX_P0CJ88-1	3	-0.6325471698113192	"NX_P0CJ88-1 nP20K
DUX4L5 DUX4L5 Double
homeobox protein
4-like protein 5
isoform Iso 1 PE=3"
561	NX_P0CJ89-1	3	-0.6325471698113192	"NX_P0CJ89-1 nP20K
DUX4L6 DUX4L6 Double
homeobox protein
4-like protein 6
isoform Iso 1 PE=3"
562	NX_P0CJ90-1	3	-0.6325471698113192	"NX_P0CJ90-1 nP20K
DUX4L7 DUX4L7 Double
homeobox protein
4-like protein 7
isoform Iso 1 PE=3"
563	NX_P0CJ92-1	2	-1.0512658227848122	"NX_P0CJ92-1 nP20K
GOLGA8H GOLGA8H
Golgin subfamily A
member 8H isoform
Iso 1 PE=2"
564	NX_P0CK97-1	2	0.12593984962406019	"NX_P0CK97-1 nP20K
SLC35E2A SLC35E2A
Solute carrier
family 35 member E2A
isoform Iso 1 PE=2"
565	NX_P0CL85-1	2	0.22761194029850737	"NX_P0CL85-1 nP20K
STAG3L3 STAG3L3
STAG3-like protein 3
isoform Iso 1 PE=2"
566	NX_P0CV99-1	2	-0.5105095541401276	"NX_P0CV99-1 nP20K
TSPY4 TSPY4 Testis-
specific Y-encoded
protein 4 isoform
Iso 1 PE=2"
567	NX_P0CW00-1	2	-0.5152597402597405	"NX_P0CW00-1 nP20K
TSPY8 TSPY8 Testis-
specific Y-encoded
protein 8 isoform
Iso 1 PE=2"
568	NX_P0CW01-1	2	-0.5444805194805197	"NX_P0CW01-1 nP20K
TSPY10 TSPY10
Testis-specific
Y-encoded protein 10
isoform Iso 1 PE=2"
569	NX_P0CW19-1	2	-0.4769230769230771	"NX_P0CW19-1 nP20K
LIMS3 LIMS3 LIM and
senescent cell
antigen-like-
containing domain
protein 3 isoform
Iso 1 PE=2"
570	NX_P0CZ25-1	2	-0.8650306748466258	"NX_P0CZ25-1 nP20K
DNAH10OS DNAH10OS
Uncharacterized
protein DNAH10OS
isoform Iso 1 PE=2"
571	NX_P0DH78-1	2	-0.19935897435897434	"NX_P0DH78-1 nP20K
RNF224 RNF224 RING
finger protein 224
isoform Iso 1 PE=2"
572	NX_P0DI80-1	2	0.5693548387096773	"NX_P0DI80-1 nP20K
SMIM6 SMIM6 Small
integral membrane
protein 6 isoform
Iso 1 PE=2"
573	NX_P0DJD0-1	2	-0.5562356979405035	"NX_P0DJD0-1 nP20K
RGPD1 RGPD1
RANBP2-like and GRIP
domain-containing
protein 1 isoform
Iso 1 PE=2"
574	NX_P0DJH9-1	2	-0.7777777777777777	"NX_P0DJH9-1 nP20K
RD3L RD3L Protein
RD3-like isoform Iso
1 PE=2"
575	NX_P0DKX0-1	2	-0.8503215434083573	"NX_P0DKX0-1 nP20K
ZNF728 ZNF728 Zinc
finger protein 728
isoform Iso 1 PE=2"
576	NX_P0DKX4-1	2	0.1957894736842105	"NX_P0DKX4-1 nP20K
SMIM18 SMIM18 Small
integral membrane
protein 18 isoform
Iso 1 PE=2"
577	NX_P0DL12-1	2	-0.5016949152542375	"NX_P0DL12-1 nP20K
SMIM17 SMIM17 Small
integral membrane
protein 17 isoform
Iso 1 PE=2"
578	NX_P0DM35-1	2	0.03278688524590164	"NX_P0DM35-1 nP20K
MT1HL1 MT1HL1
Metallothionein
1H-like protein 1
isoform Iso 1 PE=2"
579	NX_P0DM63-1	2	-0.6289972899728985	"NX_P0DM63-1 nP20K
NPIPA8 NPIPA8
Nuclear pore
complex-interacting
protein family
member A8 isoform
Iso 1 PE=2"
580	NX_P0DMB1-1	2	-0.5215053763440857	"NX_P0DMB1-1 nP20K
PRR23D2 PRR23D2
Proline-rich protein
23D2 isoform Iso 1
PE=2"
581	NX_P0DMP1-1	2	0.21111111111111125	"NX_P0DMP1-1 nP20K
MTRNR2L12 MTRNR2L12
Humanin-like 12
isoform Iso 1 PE=2"
582	NX_P0DMP2-1	2	-0.7491266375545849	"NX_P0DMP2-1 nP20K
SRGAP2B SRGAP2B
SLIT-ROBO Rho
GTPase-activating
protein 2B isoform
Iso 1 PE=2"
583	NX_P0DMQ9-1	2	-0.6031055900621118	"NX_P0DMQ9-1 nP20K
C8orf89 C8orf89
Putative
uncharacterized
protein C8orf89
isoform Iso 1 PE=2"
584	NX_P0DMR2-1	2	0.041052631578947466	"NX_P0DMR2-1 nP20K
SCGB1C2 SCGB1C2
Secretoglobin family
1C member 2 isoform
Iso 1 PE=2"
585	NX_P0DMT0-1	2	1.0173913043478264	"NX_P0DMT0-1 nP20K
MRLN MRLN Myoregulin
isoform Iso 1 PE=2"
586	NX_P0DMU3-1	3	-0.4881656804733728	"NX_P0DMU3-1 nP20K
FAM231A/C-like
protein LOC102723383
isoform Iso 1
FAM231A/C-like
protein LOC102723383
isoform Iso 1
FAM231A/C-like
protein LOC102723383
isoform Iso 1 PE=3"
587	NX_P0DMU7-1	2	-0.7222222222222225	"NX_P0DMU7-1 nP20K
CT45A6 CT45A6
Cancer/testis
antigen family 45
member A6 isoform
Iso 1 PE=2"
588	NX_P0DMU8-1	2	-0.7222222222222225	"NX_P0DMU8-1 nP20K
CT45A5 CT45A5
Cancer/testis
antigen family 45
member A5 isoform
Iso 1 PE=2"
589	NX_P0DMV0-1	2	-0.7222222222222225	"NX_P0DMV0-1 nP20K
CT45A7 CT45A7
Cancer/testis
antigen family 45
member A7 isoform
Iso 1 PE=2"
590	NX_P0DMV1-1	2	-0.7174603174603177	"NX_P0DMV1-1 nP20K
CT45A8 CT45A8
Cancer/testis
antigen family 45
member A8 isoform
Iso 1 PE=2"
591	NX_P0DMV2-1	2	-0.7174603174603177	"NX_P0DMV2-1 nP20K
CT45A9 CT45A9
Cancer/testis
antigen family 45
member A9 isoform
Iso 1 PE=2"
592	NX_P0DMW2-1	2	-0.017777777777777896	"NX_P0DMW2-1 nP20K
NLRP2B NLRP2B NLR
family pyrin domain-
containing protein
2B isoform Iso 1
PE=2"
593	NX_P0DMW4-1	2	0.6833333333333332	"NX_P0DMW4-1 nP20K
SMIM10L2A SMIM10L2A
Small integral
membrane protein
10-like protein 2A
isoform Iso 1 PE=2"
594	NX_P0DMW5-1	2	0.6833333333333332	"NX_P0DMW5-1 nP20K
SMIM10L2B SMIM10L2B
Small integral
membrane protein
10-like protein 2B
isoform Iso 1 PE=2"
595	NX_P0DN25-1	2	-0.25047619047619063	"NX_P0DN25-1 nP20K
C1GALT1C1L
C1GALT1C1L
C1GALT1-specific
chaperone 1-like
protein isoform Iso
1 PE=2"
596	NX_P0DN26-1	3	-0.4091463414634149	"NX_P0DN26-1 nP20K
PPIAL4F PPIAL4F
Peptidyl-prolyl cis-
trans isomerase
A-like 4F isoform
Iso 1 PE=3"
597	NX_P0DN37-1	2	-0.40609756097561	"NX_P0DN37-1 nP20K
PPIAL4G PPIAL4G
Peptidyl-prolyl cis-
trans isomerase
A-like 4G isoform
Iso 1 PE=2"
598	NX_P0DN77-1	2	0.39038461538461544	"NX_P0DN77-1 nP20K
OPN1MW2 OPN1MW2
Medium-wave-
sensitive opsin 2
isoform Iso 1 PE=2"
599	NX_P0DN78-1	2	0.39038461538461544	"NX_P0DN78-1 nP20K
OPN1MW3 OPN1MW3
Medium-wave-
sensitive opsin 3
isoform Iso 1 PE=2"
600	NX_P0DN80-1	3	0.8097402597402604	"NX_P0DN80-1 nP20K
OR5H8 OR5H8
Olfactory receptor
5H8 isoform Iso 1
PE=3"
601	NX_P0DN81-1	3	0.7830188679245288	"NX_P0DN81-1 nP20K
OR13C7 OR13C7
Olfactory receptor
13C7 isoform Iso 1
PE=3"
602	NX_P0DN82-1	3	0.6608414239482213	"NX_P0DN82-1 nP20K
OR12D1 OR12D1
Olfactory receptor
12D1 isoform Iso 1
PE=3"
603	NX_P0DN84-1	2	1.7028571428571433	"NX_P0DN84-1 nP20K
STRIT1 STRIT1 Sarcop
lasmic/endoplasmic
reticulum calcium
ATPase regulator
DWORF isoform Iso 1
PE=2"
604	NX_P0DN87-1	2	0.014545454545454601	"NX_P0DN87-1 nP20K
CGB7 CGB7
Choriogonadotropin
subunit beta 7
isoform Iso 1 PE=2"
605	NX_P0DOY5-1	4	-0.5800000000000001	"NX_P0DOY5-1 nP20K
IGHD1-1 IGHD1-1
Immunoglobulin heavy
diversity 1-1
isoform Iso 1 PE=4"
